type_var,YEAR,typeTotal
Denmark,1950,0
Denmark,1951,0
Denmark,1952,0
Denmark,1953,0
Denmark,1954,0
Denmark,1955,0
Denmark,1956,0
Denmark,1957,0
Denmark,1958,0
Denmark,1959,0
Denmark,1960,0
Denmark,1961,0
Denmark,1962,0
Denmark,1963,0
Denmark,1964,0
Denmark,1965,0
Denmark,1966,0
Denmark,1967,0
Denmark,1968,0
Denmark,1969,0
Denmark,1970,0
Denmark,1971,0.931
Denmark,1972,0.337
Denmark,1973,1.107
Denmark,1974,0
Denmark,1975,0.574
Denmark,1976,6.057
Denmark,1977,12.445
Denmark,1978,27.36
Denmark,1979,33.876
Denmark,1980,0.608
Denmark,1981,30.004
Denmark,1982,43.158
Denmark,1983,0
Denmark,1984,23.683
Denmark,1985,0
Denmark,1986,13.852
Denmark,1987,42.851
Denmark,1988,8.711
Denmark,1989,46.209
Denmark,1990,19.171
Denmark,1991,6.6
Denmark,1992,17.317
Denmark,1993,8.428
Denmark,1994,17.537
Denmark,1995,30.913
Denmark,1996,31.053
Denmark,1997,67.446
Denmark,1998,53.061
Denmark,1999,39.914
Denmark,2000,18.112
Denmark,2001,14.329
Denmark,2002,11.85
Denmark,2003,12.93
Denmark,2004,17.712
Denmark,2005,18.823
Denmark,2006,51.449
Denmark,2007,45.529
Denmark,2008,14.92701
Denmark,2009,16.4644
Denmark,2010,44.4242
Denmark,2011,16.5903
Denmark,2012,20.99254
Denmark,2013,20.93947
Denmark,2014,66.94985
Denmark,2015,53.82497
Denmark,2016,63.16356
Denmark,2017,74.534
Denmark,2018,100.4318783
Faroe Islands,1950,0
Faroe Islands,1951,0
Faroe Islands,1952,0
Faroe Islands,1953,0
Faroe Islands,1954,0
Faroe Islands,1955,0
Faroe Islands,1956,0
Faroe Islands,1957,0
Faroe Islands,1958,0
Faroe Islands,1959,0
Faroe Islands,1960,0
Faroe Islands,1961,0
Faroe Islands,1962,0
Faroe Islands,1963,0
Faroe Islands,1964,0
Faroe Islands,1965,0
Faroe Islands,1966,0
Faroe Islands,1967,0
Faroe Islands,1968,0
Faroe Islands,1969,0
Faroe Islands,1970,0
Faroe Islands,1971,0
Faroe Islands,1972,8.094
Faroe Islands,1973,14.497
Faroe Islands,1974,17.19
Faroe Islands,1975,7.294
Faroe Islands,1976,18.535
Faroe Islands,1977,16.043
Faroe Islands,1978,46.353
Faroe Islands,1979,34.402
Faroe Islands,1980,36.406
Faroe Islands,1981,8.111
Faroe Islands,1982,25.015
Faroe Islands,1983,51.031
Faroe Islands,1984,67.392
Faroe Islands,1985,56.678
Faroe Islands,1986,40.437
Faroe Islands,1987,29.613
Faroe Islands,1988,19.812
Faroe Islands,1989,26.21
Faroe Islands,1990,16.716
Faroe Islands,1991,6.283
Faroe Islands,1992,20.018
Faroe Islands,1993,14.94
Faroe Islands,1994,17.479
Faroe Islands,1995,22.445
Faroe Islands,1996,27.664
Faroe Islands,1997,15.624
Faroe Islands,1998,24.898
Faroe Islands,1999,21.894
Faroe Islands,2000,0
Faroe Islands,2001,47.027
Faroe Islands,2002,6
Faroe Islands,2003,45.309
Faroe Islands,2004,40.769
Faroe Islands,2005,59.367
Faroe Islands,2006,28.441
Faroe Islands,2007,32.985
Faroe Islands,2008,44.946
Faroe Islands,2009,39.943
Faroe Islands,2010,25.887
Faroe Islands,2011,5.793
Faroe Islands,2012,7.669
Faroe Islands,2013,14.992
Faroe Islands,2014,53.167
Faroe Islands,2015,64.374442
Faroe Islands,2016,56.774744
Faroe Islands,2017,56.180537
Faroe Islands,2018,63.395228
France,1950,0.066
France,1951,0.233
France,1952,0.061
France,1953,0.266
France,1954,0.244
France,1955,0.472
France,1956,0.611
France,1957,0.362
France,1958,1.462
France,1959,1.592
France,1960,3.725
France,1961,2.894
France,1962,4.831
France,1963,9.732
France,1964,19.923
France,1965,27.571
France,1966,177.669
France,1967,67.794
France,1968,37.842
France,1969,41.296
France,1970,34.108
France,1971,29.198
France,1972,58.464
France,1973,103.84
France,1974,98.956
France,1975,75.852
France,1976,157.598
France,1977,118.29
France,1978,135.601
France,1979,119.35
France,1980,127.232
France,1981,72.996
France,1982,71.746
France,1983,76.892
France,1984,69.885
France,1985,140.308
France,1986,138.56
France,1987,139.906
France,1988,145.62
France,1989,158.373
France,1990,133.156
France,1991,106.704
France,1992,92.033
France,1993,97.143
France,1994,92.727
France,1995,107.71
France,1996,104.509
France,1997,108.629
France,1998,104.379
France,1999,0
France,2000,113.54
France,2001,112.798
France,2002,102.149
France,2003,98.585
France,2004,94.498
France,2005,81.701
France,2006,64.5434
France,2007,65.62099
France,2008,58.2864
France,2009,52.636
France,2010,53.203
France,2011,51.10623
France,2012,53.14869
France,2013,62.06215
France,2014,61.23621
France,2015,55.7064
France,2016,85.34435
France,2017,92.17297
France,2018,76.277427
Germany,1950,0
Germany,1951,0
Germany,1952,0
Germany,1953,0
Germany,1954,0
Germany,1955,0
Germany,1956,0
Germany,1957,0
Germany,1958,10.571
Germany,1959,0.679
Germany,1960,6.334
Germany,1961,2.875
Germany,1962,13.91
Germany,1963,5.238
Germany,1964,5.857
Germany,1965,6.039
Germany,1966,16.454
Germany,1967,29.654
Germany,1968,19.599
Germany,1969,24.143
Germany,1970,20.668
Germany,1971,9.47
Germany,1972,8.872
Germany,1973,22.584
Germany,1974,23.867
Germany,1975,25.008
Germany,1976,14.094
Germany,1977,4.238
Germany,1978,9.638
Germany,1979,9.305
Germany,1980,19.784
Germany,1981,42.388
Germany,1982,23.366
Germany,1983,24.693
Germany,1984,18.2
